,Unnamed: 0,producto,precio,cantidad,medida,cantidad_,categoria,supermercado
903,1442,Queso emmental taco Carrefour 250 g,2.3,0.25,kg,0.25,queso,carrefour
904,1443,Queso parmesano reggiano D.O.P. Parmeggio Hispano Italiana 200 g,6.4,0.2,kg,0.2,queso,carrefour
905,1444,Pate de higado de cerdo Classic Carrefour pack de 4 unidades de 78 g.,1.92,0.234,kg,0.234,pate,carrefour
906,1446,Manzana royal gala ecologica bandeja 750 g,2.29,0.751,kg,0.751,manzanas,carrefour
907,1448,Pechuga de pavo asada en lonchas Receta Artesana El Pozo sin gluten y sin lactosa 170 g,2.35,0.17,kg,0.17,pechuga de pavo,carrefour
908,1449,Jamon cocido extra lonchas finas Carrefour pack de 2 unidades de 200 g.,3.09,0.4,kg,0.4,jamon cocido,carrefour
909,1450,Mortadela con aceitunas en lonchas Carrefour sin gluten 250 g.,0.88,0.25,kg,0.25,aceitunas,carrefour
910,1453,Jamon cocido extra en lonchas El Pozo sin lactosa 200 g.,2.25,0.2,kg,0.2,jamon cocido,carrefour
911,1455,Queso semicurado mezcla ya cortado Garcia Baquero cuna 1/8. 250 g,4.9,0.25,kg,0.25,queso,carrefour
912,1456,Cebolla echalotte Carrefour 250 g,1.59,0.25,kg,0.25,cebolla,carrefour
913,1457,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
914,1459,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
915,1460,Hamburguesa de pavo y pollo sin lactosa Carrefour 6x90 g,3.5,0.54,kg,0.54,pechuga de pavo,carrefour
916,1463,Chorizo sarta extra dulce Carrefour sin gluten y sin lactosa 280 g,1.89,0.28,kg,0.28,chorizo,carrefour
917,1465,Queso semicurado mezcla Granja de la Luz cuna 1/8. 375 g aprox,3.08,0.376,kg,0.376,queso,carrefour
918,1467,Masa para pizza maxi finissima Buitoni sin lactosa 350 g.,2.89,0.35,kg,0.35,pizza,carrefour
919,1468,Tomate mini cherry rama 200 g,1.99,0.2,kg,0.2,tomate,carrefour
920,1473,Queso gouda lonchas ecologico Carrefour Bio 200 g.,1.99,0.2,kg,0.2,queso,carrefour
921,1475,Rabas enharinadas congeladas 500 g,3.99,0.5,kg,0.5,gel de ducha,carrefour
922,1476,Calabacin en dados congelado Carrefour 450 g.,0.99,0.45,kg,0.45,calabacin,carrefour
923,1477,Pan payes grande Hecho aqui Carrefour 800 gTipo de corte:Rebanada fina,2.55,1.0,ud,1.0,pan,carrefour
924,1479,Jamoncitos de pollo congelado 1 kg,2.6,1.0,kg,1.0,gel de ducha,carrefour
925,1480,Cocktail de picos Carrefour El Mercado 500 g,1.99,0.5,kg,0.5,mix aperitivo,carrefour
926,1482,Pan tostado integral Carrefour 270 g.,0.8,0.27,kg,0.27,pan,carrefour
927,1483,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
928,1485,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
929,1486,Medallones de merluza argentina congelados Carrefour 480 g.,3.45,0.48,kg,0.48,gel de ducha,carrefour
930,1487,Queso manchego de oveja curado De Nuestra Tierra cuna 1/8 300 g aprox,5.37,0.3,kg,0.3,queso,carrefour
931,1488,Queso rallado filatto especial pasta El Caserio 100 g.,1.38,0.1,kg,0.1,queso,carrefour
932,1489,Queso rallado mozzarella Margui sin gluten 300 g.,1.8,0.3,kg,0.3,queso,carrefour
933,1491,Queso azul semicurado Carrefour cuna de 180 g ,1.7,0.18,kg,0.18,queso,carrefour
934,1492,Ensalada completa Cesar con pollo y queso Florette 205 g,2.79,0.205,kg,0.205,ensalada,carrefour
935,1493,Jamoncitos de pollo certificado Carrefour 500 g aprox,2.57,0.499,kg,0.499,jamoncitos de pollo,carrefour
936,1496,Pate de higado de cerdo Tapa Negra La Piara pack de 6 unidades de 75 g.,4.89,0.45,kg,0.45,pate,carrefour
937,1497,Mortadela con aceitunas lonchas El Pozo sin gluten 225 g.,1.37,0.225,kg,0.225,aceitunas,carrefour
938,1498,Kiwi ecologico 500 g,2.89,0.5,kg,0.5,kiwis,carrefour
939,1499,Queso fundido 24 porciones Carrefour Kids 400 g.,1.77,0.4,kg,0.4,queso,carrefour
940,1502,Jamon de pavo cocido trufado con boletus Receta Artesana El Pozo sin gluten y son lactosa 170 g,2.35,0.17,kg,0.17,pechuga de pavo,carrefour
941,1503,Pechuga de pavo reducido en sal en finas lonchas Carrefour 200 g,1.45,0.2,kg,0.2,sal fina,carrefour
942,1507,Jamon cocido Campofrio Finissimas sin gluten 170 g.,2.75,0.17,kg,0.17,jamon cocido,carrefour
943,1508,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
944,1510,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
945,1511,Tomate pera ecologico Carrefour Bio 500 g,1.99,0.5,kg,0.5,tomate,carrefour
946,1514,Mini fuet Snack'in Campofrio 50 g.,1.26,0.05,kg,0.05,fuet,carrefour
947,1520,Queso rallado mozzarella y provolone Miraflores 150 g.,2.09,0.15,kg,0.15,queso,carrefour
948,1523,Jamon cocido extra en lonchas Edicion 1954 ElPozo sin gluten sin lactosa 120 g.,1.5,0.12,kg,0.12,jamon cocido,carrefour
949,1525,Pechuga de pavo cocida en finas lonchas Carrefour sin gluten y sin lactosa 200 g,1.65,0.2,kg,0.2,pechuga de pavo,carrefour
950,1526,Chorizo Lonchas Revilla 70 g.,0.99,0.07,kg,0.07,chorizo,carrefour
951,1527,Pate de pato superior Martiko sin gluten pack de 2 unidades de 75 g.,3.15,0.15,kg,0.15,pate,carrefour
952,1528,Filete de jamon de cerdo Carrefour 450 g aprox,2.2,0.449,kg,0.449,filetes de cerdo,carrefour
953,1530,Fuet casero El Pozo pack de 2 unidades de 150 g.,3.45,0.3,kg,0.3,fuet,carrefour
954,1532,Pechuga de pavo en finas lonchas El Pozo Bienstar 85 g.,1.0,0.085,kg,0.085,pechuga de pavo,carrefour
955,1534,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
956,1536,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
957,1537,Pimiento rojo ecologico Carrefour Bio 400 g,1.98,0.4,kg,0.4,pimientos rojos,carrefour
958,1538,Picatostes fritos sabor a ajo Carrefour 75 g.,0.56,0.075,kg,0.075,ajo,carrefour
959,1540,Fuet extra Sabores de la Garrotxa pieza Embutidos Noel 175 g,2.2,0.17,kg,0.17,embutido,carrefour
960,1541,Pan Burger 4 de unidades Carrefour 4 ud.,0.76,0.22,kg,0.22,pan,carrefour
961,1542,Pate a las finas hierbas Casa Tarradellas sin gluten 125 g.,0.99,0.125,kg,0.125,pate,carrefour
962,1545,Pan hamburguesa Maxi Burguer Bimbo 4 ud.,1.74,0.3,kg,0.3,pan,carrefour
963,1546,Longaniza blanca de cerdo fresca ElPozo 650 g,3.05,0.65,kg,0.65,longaniza fresca,carrefour
964,1549,Pan maxi burguer 300 g.,0.71,0.3,kg,0.3,pan,carrefour
965,1550,Pechuga de pavo sin gras El Pozo Bienstar sin gluten sin lactosa 340 gh.,3.09,0.34,kg,0.34,pechuga de pavo,carrefour
966,1552,Queso azul Bleu de France Entremont 100 g,1.7,0.1,kg,0.1,queso,carrefour
967,1553,Papaya 500 g aprox,2.67,0.499,kg,0.499,papaya,carrefour
968,1554,Queso mozzarella di bufala campana Galbani 125 g.,2.75,0.125,kg,0.125,queso,carrefour
969,1555,Verduras para micro brocoli. zanahoria y coliflor Florette 275 g,1.49,0.275,kg,0.275,zanahoria,carrefour
970,1557,Pechuga de pavo en finas lonchas El Pozo sin gluten 85 g.,1.0,0.085,kg,0.085,pechuga de pavo,carrefour
971,1558,Queso de untar ecologico Carrefour Bio 200 g.,1.35,0.2,kg,0.2,queso,carrefour
972,1560,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
973,1562,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
974,1565,Manzana reineta verde a granel 1 Kg aprox,1.99,1.0,kg,1.0,manzanas,carrefour
975,1566,Jamon cocido extra en lonchas sin gluten y sin lactosa 180 g,2.25,0.18,kg,0.18,jamon cocido,carrefour
976,1567,Hogaza de pan natural 100% rebanada 500 g,1.99,0.5,kg,0.5,pan,carrefour
977,1568,Salchichas cocidas de pavo 'Todo Ave' Oscar Mayer 200 g.,1.0,0.2,kg,0.2,pechuga de pavo,carrefour
978,1569,Queso fresco de cabra El Abuelo 300 g.,2.59,0.3,kg,0.3,queso,carrefour
979,1570,Guisantes ecologico Carrefor Bio 600 g.,1.99,0.599,kg,0.599,guisantes congelados,carrefour
980,1573,Medallones de pechuga de pavo marinado a las finas hierbas,4.45,0.5,kg,0.5,pechuga de pavo,carrefour
981,1575,Bocadito de pan de hamburguesa 255 g,1.65,0.255,kg,0.255,pan,carrefour
982,1577,Queso fundido en porciones El Caserio 250 g.,1.83,0.25,kg,0.25,queso,carrefour
983,1578,Zanahoria baby Carrefour 400 g.,0.79,0.401,kg,0.401,zanahoria,carrefour
984,1580,Contramuslo de pollo campero sin piel Calidad y Origen Carrefour 600 g aprox,4.91,0.6,kg,0.6,contramuslo de pollo,carrefour
985,1583,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
986,1585,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
987,1587,Queso en lonchas light Carrefour 300 g.,1.4,0.3,kg,0.3,queso,carrefour
988,1588,Pechuga de pollo fileteada ecologica Carrefour Bio 400 g,8.38,0.4,kg,0.4,pechuga de pollo en filetes,carrefour
989,1589,Pan de leche Pasquier 350 g.,2.39,0.35,kg,0.35,pan,carrefour
990,1590,Mango ecologico 2 ud,3.75,2.005,ud,2.005,mango,carrefour
991,1592,Pechuga de pavo bajo en grasa y sal loncheada Noel envase 180 g,2.1,0.17,kg,0.17,sal,carrefour
992,1594,Tomate natural rallado ecologico Tropic 230 g,1.55,0.23,kg,0.23,tomate,carrefour
993,1595,Hamburguesa de pollo y zanahoria Carrefour 240 g,1.95,0.24,kg,0.24,hamburguesa de pollo,carrefour
994,1596,Filete de lomo de cerdo adobado extra 400 g,3.9,0.4,kg,0.4,lomitos de cerdo,carrefour
995,1597,Filete de salmon salvaje congelado 400 g.,6.45,0.4,kg,0.4,gel de ducha,carrefour
996,1600,Hogaza de cereales The Rustik Bakery 450 g.,2.2,0.45,kg,0.45,cereales,carrefour
997,1601,Queso fundido en porciones light La Vaca que Rie sin gluten 375 g.,3.37,0.37,kg,0.37,queso,carrefour
998,1602,Queso emmental Carrefour 200 g.,1.57,0.2,kg,0.2,queso,carrefour
999,1603,Mortadela de pavo en lonchas El Pozo sin gluten 225 g.,1.63,0.225,kg,0.225,pechuga de pavo,carrefour
1000,1606,Chorizo pamplona extra en locnhas Tello sin gluten bipack de 225 g,1.45,0.225,kg,0.225,chorizo,carrefour
1001,1607,Croquetas caseras de jamon iberico 295 g,3.49,1.0,ud,1.0,croquetas,carrefour
1002,1608,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
1003,1610,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
1004,1611,Lechuga trocadero Carrefour 150 g,1.65,0.15,kg,0.15,lechuga,carrefour
1005,1613,Masa maxi pizza Carrefour 385 g.,2.1,0.385,kg,0.385,pizza,carrefour
1006,1615,Ensalada New Yorker Carrefour 210 g,1.99,0.21,kg,0.21,ensalada,carrefour
1007,1616,Zanahoriamanojo de 750 g,1.39,0.751,kg,0.751,zanahoria,carrefour
1008,1617,Queso fundido Light porciones 16 ud. Carrefour 250 g.,1.3,0.25,kg,0.25,queso,carrefour
1009,1618,Queso fundido en porciones La Vaca Que Rie sin gluten 375 g.,3.22,0.375,kg,0.375,queso,carrefour
1010,1619,Flautas de pavo. pollo y queso Mesana 280 g,1.6,0.28,kg,0.28,pechuga de pavo,carrefour
1011,1624,Lasana bolonesa Carrefour 350 g,2.99,0.35,kg,0.35,lasana preparada,carrefour
1012,1626,Pate a las finas hierbas Classic Carrefour sin gluten y sin lactosa 160 g.,0.87,0.16,kg,0.16,pate,carrefour
1013,1628,Crema de queso semicurado President 125 g.,1.58,0.125,kg,0.125,queso,carrefour
1014,1631,Queso mozzarella italiana light Galbani 125 g.,1.5,0.125,kg,0.125,queso,carrefour
1015,1634,Chorizo dulce sin gluten 200 g.,1.22,0.2,kg,0.2,chorizo,carrefour
1016,1635,Uva blanca sin pepitas Carrefour bandeja de 500 g,1.89,0.5,kg,0.5,uvas,carrefour
1017,1637,Guacamole Carrefour 200 g,1.49,0.2,kg,0.2,guacamole,carrefour
1018,1640,Queso fresco batido desnatado Proteina Plus Carrefour 500 g.,1.4,0.5,kg,0.5,queso,carrefour
1019,1641,Pimiento del piquillo relleno de bacalao congelados 400 g,3.95,0.4,kg,0.4,gel de ducha,carrefour
1020,1642,Queso lonchas Garcia Baquero sin lactosa 150 g.,2.65,0.15,kg,0.15,queso,carrefour
1021,1643,Pan burger TGB 292 g 4 ud,3.5,0.292,kg,0.292,pan,carrefour
1022,1644,Ensalada linea Carrefour 200 g,0.99,0.2,kg,0.2,ensalada,carrefour
1023,1645,Pan 100% integral ecologico Carrefour Bio 330 g,1.99,0.33,kg,0.33,pan,carrefour
1024,1646,Queso havarti light en lonchas Arla 150 g.,2.65,0.15,kg,0.15,queso,carrefour
1025,1648,Queso de oveja curado Carrefour Classic cuna ya cortada de 250g,3.49,0.25,kg,0.25,queso,carrefour
1026,1649,Tabla de pates Carrefour sin gluten pack de 4 unidades de 50 g.,2.45,0.2,kg,0.2,pate,carrefour
1027,1650,Salchicha queso Wudy 150 g.,0.99,0.15,kg,0.15,queso,carrefour
1028,1651,Salchichon de pavo extra Carrefour sin gluten pack de 2 unidades de 75 g.,1.85,0.15,kg,0.15,pechuga de pavo,carrefour
1029,1652,Salchichon extra 50% raza duroc en finas lonchas Boadas sin gluten 100 g,1.99,0.1,kg,0.1,salchichon,carrefour
1030,1653,Ensalada completa Gourmet con nueces y queso de cabra Florette 180 g,2.95,0.18,kg,0.18,nueces,carrefour
1031,1654,Tinta de sepia congelada 2 ud de 4 g,0.29,1.0,ud,1.0,gel de ducha,carrefour
1032,1656,Pate de salmon Casa Tarradellas sin gluten 125 g.,0.99,0.125,kg,0.125,pate,carrefour
1033,1658,Lote 52. Paleta iberica de cebo 50% raza iberica El Lujo pieza de 4 kg aprox + chorizo cular iberico El Lujo pieza de 350 g aprox. + salchichon cular iberico El Lujo pieza de 350 g aprox + queso de mezcla curado cuna de 300 g aprox.,59.0,1.0,ud,1.0,chorizo,carrefour
1034,1661,Queso fresco desnatado Burgo de Arias pack de 6 unidades de 72 g.,4.35,0.432,kg,0.432,queso,carrefour
1035,1662,Jamon cocido lonchas bajo grasa y sal Embutidos Noel 180 g,2.1,0.17,kg,0.17,sal,carrefour
1036,1663,Filete de lomo de cerdo iberico Carrefour 400 g aprox,6.4,0.4,kg,0.4,lomitos de cerdo,carrefour
1037,1664,Entrecot de vacuno para la piedra 1 kg aprox,15.9,1.0,kg,1.0,entrecot de vacuno,carrefour
1038,1665,Queso Parmesano escama Carrefour 100 g.,1.99,0.1,kg,0.1,queso,carrefour
1039,1666,Queso fundido para hamburguesa Carrefour 300 g.,1.39,0.3,kg,0.3,queso,carrefour
1040,1667,Ensalada completa de pasta y rucula Florette 320 g,2.95,0.32,kg,0.32,ensalada,carrefour
1041,1669,Salchichas BIG pavo El Pozo sin gluten pack de 3 unidades de 200 g.,2.0,0.601,kg,0.601,pechuga de pavo,carrefour
1042,1672,Queso gouda en lonchas Margui 300 g.,1.69,0.3,kg,0.3,queso,carrefour
1043,1673,Kiwi sungold ecologico Zepri 500 g,4.75,0.5,kg,0.5,kiwis,carrefour
1044,1674,Jamon cocido exxtra en lonchas finas Carrefour sin gluten y sin lactosa 200 g,1.79,0.2,kg,0.2,jamon cocido,carrefour
1045,1677,Chorizo sarta curado picante Carrefour sin guten y sin lactosa 280 g,1.89,0.28,kg,0.28,chorizo,carrefour
1046,1678,Ajo blanco extra de Chinchon 500 g,2.49,0.5,kg,0.5,ajo,carrefour
1047,1681,Filetes de bacalao ultracongelado Pescanova 400 g.,6.35,0.4,kg,0.4,gel de ducha,carrefour
1048,1682,Zanahoria rallada Carrefour 150 g,0.75,0.15,kg,0.15,zanahoria,carrefour
1049,1684,Crema al queso azul President 125 g.,1.58,0.125,kg,0.125,queso,carrefour
1050,1685,Cordon bleu de pechuga de pollo. pavo y queso 400 g,3.5,0.4,kg,0.4,pechuga de pavo,carrefour
1051,1687,Queso en lonchas emmental Arla 150 g.,2.65,0.15,kg,0.15,queso,carrefour
1052,1690,Masa fresca para pizza 5 semillas & cereales Casa Tarradellas 260 g.,1.46,0.26,kg,0.26,semillas,carrefour
1053,1694,Queso fresco desnatado de Burgos Carrefour pack de 2 unidades de 250 g.,1.55,0.5,kg,0.5,queso,carrefour
1054,1695,Pan de trigo sarraceno 5% 1 udTipo de corte:Pieza,2.25,1.0,ud,1.0,pan,carrefour
1055,1696,Cebolla blanca Carrefour 500 g,1.59,0.5,kg,0.5,cebolla,carrefour
1056,1697,Pechuga de pavo en lonchas Noel - Delizias sin gluten y sin lactosa 110 g,1.99,0.11,kg,0.11,pechuga de pavo,carrefour
1057,1699,Queso rallado 4 Quesos President 150 g.,2.19,0.15,kg,0.15,queso,carrefour
1058,1700,Pechuga de pavo Braseado Campofrio Finissimas sin gluten 170 g.,2.75,0.17,kg,0.17,pechuga de pavo,carrefour
1059,1701,Hamburguesa de vacuno raza frisona El Encinar de Humienta 240 g,1.85,0.24,kg,0.24,hamburguesa de vacuno,carrefour
1060,1705,Tomate pera rama Carrefour 500 g,1.99,0.5,kg,0.5,tomate,carrefour
1061,1706,Menestra de verduras Findus 1 kg.,4.05,1.0,kg,1.0,menestra congelada,carrefour
1062,1708,Ensalada pasta y rucula Carrefour 335 g,2.75,0.335,kg,0.335,ensalada,carrefour
1063,1710,Lechuga trocadero1 ud,1.19,1.0,ud,1.0,lechuga,carrefour
1064,1711,Lomos merluza con piel ultracongelados Carrefour 400 g.,3.19,0.4,kg,0.4,gel de ducha,carrefour
1065,1712,Queso puro de oveja viejo graso mini Flor de Esgueva pieza de 1 kg,17.95,1.0,kg,1.0,queso,carrefour
1066,1713,Jengibre bandeja 200 g,1.3,0.2,kg,0.2,jengibre,carrefour
1067,1714,Crema de queso Philadelphia sin lactosa 150 g.,1.99,0.15,kg,0.15,queso,carrefour
1068,1715,Mini fuet Carrefour Sensation sin gluten 50 g.,0.99,0.05,kg,0.05,fuet,carrefour
1069,1716,Pan Original Wasa 275 g.,2.25,0.275,kg,0.275,pan,carrefour
1070,1718,Pechuga de pavo adobada ElPozo 330 gr,2.55,0.33,kg,0.33,pechuga de pavo,carrefour
1071,1719,Pan de hamburguesa artesano Bimbo 4 ud.,1.3,0.2,kg,0.2,pan,carrefour
1072,1722,Queso rallado emmental ecologico Carrefour Bio 200g.,2.29,0.2,kg,0.2,queso,carrefour
1073,1724,Queso camembert Caprice des Dieux 200 g,4.15,0.2,kg,0.2,queso,carrefour
1074,1727,Pan de pita integral Carrefour sin lactosa 400 g.,1.37,0.399,kg,0.399,pan,carrefour
1075,1732,Pate de higado de cerdo Tapa Negra La Piara pack de 3 unidades de 75 g.,2.95,0.225,kg,0.225,pate,carrefour
1076,1737,Pan sandwich Thins 100% Integral Bimbo Silueta 310 g.,1.65,0.31,kg,0.31,pan,carrefour
1077,1738,Queso en dados para ensaladas Extra Carrefour 200 g.,1.6,0.2,kg,0.2,queso,carrefour
1078,1740,Queso light en porciones El Caserio 250 g.,1.83,0.25,kg,0.25,queso,carrefour
1079,1741,Pan hogaza quinoa. chia y espelta The Rustik Bakery 450 g.,2.22,0.45,kg,0.45,pan,carrefour
1080,1743,Pechuga de pavo reducida en sal y sin grasa El Pozo Bienstar sin gluten sin lactosa 340 g.,3.09,0.34,kg,0.34,sal,carrefour
1081,1745,Queso de oveja anejo Calidad y Origen Carrefour cuna de 375 g aprox,4.48,0.375,kg,0.375,queso,carrefour
1082,1747,Wok de tallarines con pollo al curry Carrefour 300 g,3.0,1.0,ud,1.0,espaguetis,carrefour
1083,1751,Queso de vaca tierno edam Carrefour 350 g aprox,2.23,0.35,kg,0.35,queso,carrefour
1084,1752,Cebolla francesa Carrefour 500 g,1.85,0.5,kg,0.5,cebolla,carrefour
1085,1753,Arroz tres delicias 350 g,3.0,1.0,ud,1.0,arroz,carrefour
1086,1754,Barra de pan integral 100% Hecho aqui Carrefour 350 g,0.99,1.0,ud,1.0,pan,carrefour
1087,1756,Queso de oveja en lonchas Garcia Baquero 125 g.,2.39,0.125,kg,0.125,queso,carrefour
1088,1757,Judias verdes planas Findus 1 kg.,4.05,1.0,kg,1.0,judias verdes congeladas,carrefour
1089,1761,Queso en loncha tierno light Carrefour 200 g.,2.09,0.2,kg,0.2,queso,carrefour
1090,1762,Caqui Carrefour 500 g aprox,1.34,0.498,kg,0.498,caquis,carrefour
1091,1763,Picos pan integral Andres 130 g.,1.34,0.13,kg,0.13,pan,carrefour
1092,1765,Queso curado puro de oveja mini Carrefour pieza de 1 Kg aprox,10.83,1.19,kg,1.19,queso,carrefour
1093,1766,Queso de oveja viejo graso Flor de Esgueva tapas maestras ya cortado cuna de 210 g,5.4,0.21,kg,0.21,queso,carrefour
1094,1770,Queso rallado cinco quesos Miraflores 150 g.,2.09,0.15,kg,0.15,queso,carrefour
1095,1771,Queso fresco Original Burgo de Arias pack de 2 unidades de 230 g.,4.29,0.46,kg,0.46,queso,carrefour
1096,1772,Tartaleta de mantequilla 45 mm 16 ud,2.99,15.737,ud,15.737,tarta,carrefour
1097,1773,Queso rallado cheddar,1.66,0.15,kg,0.15,queso,carrefour
1098,1775,Mini ensaimada de azucar Carrefour 6 ud,2.55,6.071,ud,6.071,azucar,carrefour
1099,1776,Cerveza tostada Mahou 0.0 alcohol pack de 12 latas de 33 cl.,7.55,3.953,L,3.953,cerveza,carrefour
1100,1778,Fanta de naranja pack 9 latas de 33 cl.,4.77,2.963,L,2.963,refresco naranja,carrefour
1101,1779,Agua mineral Lanjaron 1.5 l.,0.53,1.514,L,1.514,agua mineral,carrefour
1102,1780,Zumo de fruta y leche Carrefour Tropical pack de 6 briks de 20 cl.,0.86,1.194,L,1.194,zumo,carrefour
1103,1781,Coca Cola zero azucar pack 2 botellas 1.25 l.,2.64,2.491,L,2.491,cocacola,carrefour
1104,1782,Coca Cola zero azucar sin cafeina pack 2 botellas 2 l.,3.44,4.0,L,4.0,cocacola,carrefour
1105,1783,Refresco de naranja Fanta con gas pack de 2 botellas de 2 l.,2.82,4.029,L,4.029,refresco naranja,carrefour
1106,1784,Coca Cola zero azucar zero cafeina mini pack 6 latas 20 cl.,3.3,1.2,L,1.2,cocacola,carrefour
1107,1785,Agua mineral Lanjaron 6.25 l.,1.99,6.219,L,6.219,agua mineral,carrefour
1108,1786,Zumo de frutas y leche Carrefour sabor mediterraneo pack de 6 briks de 20 cl.,0.9,1.2,L,1.2,zumo,carrefour
1109,1787,Cerveza Carrefour Especial pack de 12 latas de 33 cl.,3.36,3.953,L,3.953,cerveza,carrefour
1110,1788,Agua mineral Carrefour 2 l.,0.35,2.059,L,2.059,agua mineral,carrefour
1111,1789,Coca Cola mini pack 6 latas 20 cl.,3.3,1.2,L,1.2,cocacola,carrefour
1112,1791,Cerveza Alhambra tradicional pack de 12 latas de 33 cl.,6.61,3.958,L,3.958,cerveza,carrefour
1113,1792,Agua mineral con gas San Pellegrino 1 l.,1.16,1.0,L,1.0,agua mineral,carrefour
1114,1793,Zumo de manzana Carrefour pack de 6 briks de 20 cl.,1.05,1.193,L,1.193,zumo,carrefour
1115,1794,Zumo de naranja Don Simon sin pulpa brik 1 l.,1.88,1.0,L,1.0,zumo,carrefour
1116,1795,Tonica Nordic Mist lata 25 cl.,0.5,0.25,L,0.25,tonica,carrefour
1117,1796,Coca Cola zero azucar pack 2 botellas 2 l.,3.44,4.0,L,4.0,cocacola,carrefour
1118,1797,Fanta de naranja zero azucares anadidos pack 2 botellas 2 l.,2.85,4.014,L,4.014,refresco naranja,carrefour
1119,1798,Cerveza Mahou 5 Estrellas especial pack de 12 latas de 33 cl.,8.16,3.961,L,3.961,cerveza,carrefour
1120,1799,Cerveza Alhambra Reserva 1925 pack de 6 botellas de 33 cl.,6.78,1.982,L,1.982,cerveza,carrefour
1121,1800,Sidra El Gaitero achampanada extra botella 75 cl.,2.5,0.751,L,0.751,sidra,carrefour
1122,1801,Cerveza 1906 reserva especial pack 12 botellas 33 cl.,11.89,3.963,L,3.963,cerveza,carrefour
1123,1802,Nestea te negro con limon sin azucar pack 2 botellas 1.5 l.,3.35,2.991,L,2.991,nestea,carrefour
1124,1803,Agua mineral Carrefour 50 cl.,0.26,0.5,L,0.5,agua mineral,carrefour
1125,1804,Cerveza Estrella Damm mediterranea pack de 12 botellas de 25 cl.,5.88,3.0,L,3.0,cerveza,carrefour
1126,1805,Zumo de naranja Don Simon exprimido con pulpa brik 1 l.,1.88,1.0,L,1.0,zumo,carrefour
1127,1806,Refresco de cola Carrefour zeroÃÂ botella 1.5 l.,0.46,1.484,L,1.484,cocacola,carrefour
1128,1807,Trina de naranja sin gas botella 1.5 l.,1.39,1.495,L,1.495,naranjas,carrefour
1129,1808,Refresco de cola Carrefour zero sin cafeina botella 1.5 l.,0.46,1.484,L,1.484,cocacola,carrefour
1130,1809,Nectar de mango y naranja Carrefour brik 1 l.,0.63,1.0,L,1.0,zumo,carrefour
1131,1810,Agua mineral Carrefour 5 l.,0.54,4.909,L,4.909,agua mineral,carrefour
1132,1811,Cerveza tostada Mahou 0.0 alcohol pack de 6 botellas de 25 cl.,3.59,1.502,L,1.502,cerveza,carrefour
1133,1813,Cerveza El ÃÂguila sin filtrar pack de 10 latas de 33 cl.,6.55,3.308,L,3.308,cerveza,carrefour
1134,1815,Coca Cola sin cafeina lata 33 cl.,0.75,0.33,L,0.33,cocacola,carrefour
1135,1816,Zumo de naranja recien exprimido Carrefour 1 l,3.59,1.0,L,1.0,zumo,carrefour
1136,1817,Cider Ladron de manzanas 25 cl.,1.05,0.25,L,0.25,manzanas,carrefour
1137,1818,Zumo de naranja 100% Fruta Granini botella 1 l.ÃÂ ,2.55,1.0,L,1.0,zumo,carrefour
1138,1819,Cerveza Alhambra Reserva roja pack de 4 botellas de 33 cl.,4.89,1.322,L,1.322,cerveza,carrefour
1139,1820,Tonica Nordic Mist zero azucar lata 25 cl.,0.52,0.25,L,0.25,tonica,carrefour
1140,1821,Zumo de pina Carrefour brik 1 l.,0.82,1.0,L,1.0,zumo,carrefour
1141,1822,Zumo de pina Carrefour exprimido brik 1 l.,1.67,1.0,L,1.0,zumo,carrefour
1142,1823,Refresco de cola Carrefour zero lata 25 cl.,0.26,0.25,L,0.25,cocacola,carrefour
1143,1825,Bebida de melocoton Carrefour sin azucar pack de 6 briks de 20 cl.,1.2,1.2,L,1.2,melocoton,carrefour
1144,1826,Cerveza Franziskaner Sefe-Weissbier botella 50 cl.,1.35,0.5,L,0.5,cerveza,carrefour
1145,1827,Zumo de pina Juver-Disfruta sin azucar anadido pack de 6 briks de 20 cl.,2.49,1.203,L,1.203,zumo,carrefour
1146,1828,Coca Cola light pack 12 latas 33 cl.,8.76,3.964,L,3.964,cocacola,carrefour
1147,1830,Zumo de manzana ecologico Carrefour Bio brik 1 l.,2.05,1.0,L,1.0,zumo,carrefour
