,producto,precio,cantidad,medida
5320,Perfilador de ojos Deliplus 02 marron,2.5,1.0,ud
5321,Perfilador de ojos Deliplus 03 verde,2.5,1.0,ud
5322,Perfilador de ojos Deliplus 04 azul oscuro,2.5,1.0,ud
5323,Perfilador de ojos Deliplus 05 azul claro,2.5,1.0,ud
5324,Perfilador de ojos Waterproof Deliplus 09 azul turquesa metalizado,2.5,1.0,ud
5325,Perfilador de ojos Waterproof Deliplus 11 morado,2.5,1.0,ud
5326,Perfilador de ojos Eyeliner Deliplus negro,3.5,1.0,ud
5327,Perfilador de ojos eyeliner Double Effect Deliplus negro,4.0,1.0,ud
5328,Perfilador de ojos Eyeliner Gel Deliplus,5.0,1.0,ud
5329,Perfilador de ojos Eyeliner Deliplus marron 01,3.5,1.0,ud
5330,Perfilador de ojos Eyeliner Deliplus negro 02,3.5,1.0,ud
5331,Delineador de ojos Deliplus negro,3.75,1.0,ud
5332,Kit pestanas postizas con eyeliner negro adhesivo,8.0,1.0,ud
5333,Perfilador de ojos duo Cosmic Deliplus negro y plata,3.5,1.0,ud
5334,Delineador de ojos Tattoo Liner Maybelline negro,4.95,1.0,ud
5335,Mascara de cejas Deliplus marron,4.0,1.0,ud
5336,Crema de cejas Deliplus 01,4.5,1.0,ud
5337,Crema de cejas Deliplus 02,4.5,1.0,ud
5338,Perfilador de cejas Long Lasting Deliplus 01 claro,2.75,1.0,ud
5339,Perfilador de cejas Long Lasting Deliplus 02 medio,2.75,1.0,ud
5340,Perfilador de cejas Long Lasting Deliplus 03 oscuro,2.75,1.0,ud
5341,Perfilador de cejas con fibras Maybelline Brow Extensions 01 blonde,6.6,1.0,ud
5342,Perfilador de cejas con fibras Maybelline Brow Extensions 04 medium brown,6.6,1.0,ud
5343,Perfilador de cejas con fibras Maybelline Brow Extensions 06 deep brown,6.6,1.0,ud
5344,Mascara de pestanas y cejas Transparente Deliplus,3.0,1.0,ud
5345,Mascara de pestanas Water Resistant Deliplus negro,4.0,1.0,ud
5346,Rizador de pestanas Deliplus,4.5,1.0,ud
5347,Mascara de pestanas Maxi Color Deliplus 02 marron,3.65,1.0,ud
5348,Mascara de pestanas y cejas Transparente Deliplus,3.0,1.0,ud
5349,Mascara de pestanas Volume & Curve XL Deliplus negro,3.65,1.0,ud
5350,Mascara de pestanas Maxi Volume Deliplus negro,3.65,1.0,ud
5351,Mascara de pestanas 4D Volume Deliplus negro,3.65,1.0,ud
5352,Mascara de pestanas Long Xtrem Deliplus negro,3.65,1.0,ud
5353,Mascara de pestanas Maxi Color Deliplus 03 azul,3.65,1.0,ud
5354,Mascara de pestanas Cosmic Deliplus negro,4.0,1.0,ud
5355,Sombra de ojos Mate Deliplus 01,3.5,1.0,ud
5356,Sombra de ojos Mate Deliplus 02,3.5,1.0,ud
5357,Sombra de ojos Mate Deliplus 03,3.5,1.0,ud
5358,Sombra de ojos Mate Deliplus 04,3.5,1.0,ud
5359,Sombra de ojos Mate Deliplus 05,3.5,1.0,ud
5360,Sombra de ojos Mate Deliplus 06,3.5,1.0,ud
5361,Sombra de ojos Satin Deliplus 07,3.5,1.0,ud
5362,Sombra de ojos Satin Deliplus 08,3.5,1.0,ud
5363,Sombra de ojos Satin Deliplus 09,3.5,1.0,ud
5364,Sombra de ojos Satin Deliplus 10,3.5,1.0,ud
5365,Sombra de ojos Satin Deliplus 11,3.5,1.0,ud
5366,Sombra de ojos Satin Deliplus 12,3.5,1.0,ud
5367,Sombra de ojos Metal Deliplus 13,3.5,1.0,ud
5368,Sombra de ojos Metal Deliplus 14,3.5,1.0,ud
5369,Sombra de ojos Metal Deliplus 15,3.5,1.0,ud
5370,Sombra de ojos Metal Deliplus 16,3.5,1.0,ud
5371,Sombra de ojos Metal Deliplus 17,3.5,1.0,ud
5372,Sombra de ojos Metal Deliplus 19,3.5,1.0,ud
5373,Sombra de ojos Long Lasting Deliplus 01,4.25,1.0,ud
5374,Sombra de ojos Long Lasting Deliplus 02,4.25,1.0,ud
5375,Sombra de ojos Long Lasting Deliplus 04,4.25,1.0,ud
5376,Sombra de ojos Long Lasting Deliplus 05,4.25,1.0,ud
5377,Sombra de ojos Long Lasting Deliplus 06,4.25,1.0,ud
5378,Sombra de ojos Long Lasting Deliplus 07,4.25,1.0,ud
5379,Sombra de ojos Long Lasting Deliplus 12,3.0,1.0,ud
5380,Lote The 12 Makeup Essentials,10.0,1.0,ud
5381,Paleta sombras de ojos Cosmic Deliplus mate. satinado y metalico,6.0,1.0,ud
5382,Kit paleta de sombras recargable Cosmic Deliplus con 12 sombras de ojos intercambiables,10.5,1.0,ud
5383,Esponja maquillaje triangulos Deliplus,2.25,4.0,ud
5384,Sacapuntas doble Deliplus lapiz fino y grueso,2.5,1.0,ud
5385,Pincel labios Deliplus,5.0,1.0,ud
5386,Pincel corrector Deliplus,5.0,1.0,ud
5387,Pincel sombra Deliplus,5.0,1.0,ud
5388,Pincel difuminador Deliplus,5.0,1.0,ud
5389,Pincel delineador Deliplus,5.0,1.0,ud
5390,Pincel cejas Deliplus,5.0,1.0,ud
5391,Pincel iluminador Deliplus,6.0,1.0,ud
5392,Pincel colorete Deliplus,6.0,1.0,ud
5393,Pincel polvos Deliplus,6.0,1.0,ud
5394,Brocha polvos Deliplus,6.0,1.0,ud
5395,Pincel contorno Deliplus,6.0,1.0,ud
5396,Pincel maquillaje Deliplus,6.0,1.0,ud
5397,Brocha maquillaje Deliplus,5.25,1.0,ud
5398,Esponja maquillaje Deliplus,3.0,1.0,ud
5399,Preparado de paella y sopa Hacendado ultracongelado,4.14,0.685,kg
5400,Preparado paella de marisco Hacendado ultracongelado,3.9,0.51,kg
5401,Arreglo para paella de marisco,5.76,0.6,kg
5402,Gambon congelado,1.58,0.15,kg
5403,Gambon congelado,21.0,2.0,kg
5404,Colas de gambon peladas Hacendado ultracongeladas,5.5,0.25,kg
5405,Alistado pequeno congelado,2.3,0.15,kg
5406,Alistado pequeno Hacendado congelado,15.3,1.0,kg
5407,Alistado mediano congelado,3.97,0.15,kg
5408,Alistado mediano Hacendado congelado,26.5,1.0,kg
5409,Langostino cocido,1.64,0.15,kg
5410,Langostino cocido Pescanova ultracongelado,9.75,1.0,kg
5411,Langostino crudo ultracongelado,1.43,0.15,kg
5412,Langostino crudo Pescanova ultracongelado,9.25,1.0,kg
5413,Langostino cocido,5.75,0.6,kg
5414,Langostinos cocidos Pescanova,17.5,2.0,kg
5415,Gamba arrocera congelada,2.09,0.15,kg
5416,Gamba arrocera Hacendado congelada,13.95,1.0,kg
5417,Gamba blanca congelada,2.92,0.15,kg
5418,Gamba blanca Hacendado congelada,19.45,1.0,kg
5419,Gamba blanca cocida Hacendado ultracongelada,5.3,0.35,kg
5420,Carabinero Hacendado congelado,54.95,0.5,kg
5421,Gamba pelada cruda tamano mediano Hacendado ultracongelada,4.5,0.36,kg
5422,Gamba pelada cruda tamano grande Hacendado ultracongelada,5.65,0.36,kg
5423,Camaron boreal cocido y pelado Royal Greenland ultracongelado,3.95,0.2,kg
5424,Langostino cocido y pelado Pescanova ultracongelado,3.65,0.2,kg
5425,Langostino crudo y pelado Pescanova ultracongelado,3.25,0.2,kg
5426,Langostino en su nido Vdfoodltd congelado,4.5,0.3,kg
5427,Cola de langosta Hacendado ultracongelada,21.95,0.185,kg
5428,Cigala mediana Hacendado ultracongelada,9.5,0.5,kg
5429,Cigala grande Hacendado ultracongelada,11.95,0.5,kg
5430,Bogavante americano grande crudo Hacendado congelado,18.15,0.55,kg
5431,Buey de mar cocido Hacendado congelado,8.95,0.6,kg
5432,Bocas grandes de cangrejo congeladas,47.5,0.5,kg
5433,Cuerpos chicos de cangrejo Dimarosa congelados,2.48,0.15,kg
5434,Cuerpos grandes de cangrejo Dimarosa congelados,26.65,0.41,kg
5435,Necora cocida Errigal Bay congelada,5.95,0.5,kg
5436,Mejillon,2.45,1.0,kg
5437,Carne de mejillon de Chile cocido Hacendado ultracongelado,2.2,0.275,kg
5438,Mejillon de Chile entero cocido Hacendado ultracongelado,2.6,0.45,kg
5439,Mejillon vivo y limpio,2.8,0.75,kg
5440,Almeja japonesa Galicia,9.45,0.5,kg
5441,Almeja del Pacifico Hacendado congelada,2.85,1.0,kg
5442,Almeja del pacifico Hacendado congelada,1.8,0.45,kg
5443,Berberechos,5.7,0.5,kg
5444,Vieira a la gallega Hacendado ultracongelada,2.25,0.12,kg
5445,Navaja cruda Hacendado congelada,3.5,0.45,kg
5446,Navajas,3.7,0.5,kg
5447,Carne de almeja Hacendado ultracongelada,2.49,0.2,kg
5448,Mejillon gordo,3.5,1.0,kg
5449,Palitos de surimi Pescanova,1.99,11.04,kg
5450,Palitos de surimi Pescanova,3.85,44.16,kg
5451,Tronquitos de surimi Pescanova ultracongelados,1.99,19.2,kg
5452,Tronquitos de surimi Pescanova ultracongelados,3.85,1.2,kg
5453,Muslitos de surimi Pescanova ultracongelados,2.15,0.45,kg
5454,Caracoles precocidos Hacendado ultracongelados,2.09,0.35,kg
5455,Surimi rallado Pescanova,1.65,0.185,kg
5456,Filetes de merluza Argentina sin piel Hacendado ultracongelados,5.9,0.97,kg
5457,Filetes de panga ultracongelados,4.7,0.9,kg
5458,Filetes de merluza del cabo sin piel Hacendado ultracongelados,3.85,0.58,kg
5459,Rodaja de emperador Hacendado ultracongelado,3.11,0.2,kg
5460,Filetes de bacalao sin espinas Hacendado congelado,4.25,0.375,kg
5461,Medallones de merluza del cabo Hacendado ultracongelados,3.5,0.485,kg
5462,Filete de salmon rosado salvaje con piel Hacendado ultracongelado,3.18,0.3,kg
5463,Rodajas de merluza del cabo Hacendado ultracongeladas,3.95,0.58,kg
5464,Rodajas de emperador pequenas Hacendado congeladas,13.65,0.9,kg
5465,Lomos y centros de merluza del cabo Hacendado ultracongelados,3.2,0.4,kg
5466,Angurinas de surimi Pescanova ultracongeladas,1.99,0.26,kg
5467,Fritura de pescado Hacendado ultracongelada,4.49,0.6,kg
5468,Porciones de bacalao sin espinas y sin piel Hacendado congelado,5.98,0.6,kg
5469,Rodaja de tintorera con piel Hacendado ultracongelada,3.26,0.75,kg
5470,Porciones de merluza del cabo Hacendado ultracongeladas,3.8,0.5,kg
5471,Pescadilla de merluza del cabo sin cabeza Mascato ultracongelada,3.95,1.0,kg
5472,Cola de rape del cabo Hacendado ultracongelada,6.38,0.4,kg
5473,Lomo de bacalao sin espinas Hacendado congelado,5.25,0.39,kg
5474,Filetes de abadejo de Alaska sin piel Hacendado ultracongelados,4.95,0.85,kg
5475,Trozos de bacalao salado Hacendado,4.25,0.4,kg
5476,Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,7.25,0.97,kg
5477,Filete de fletan negro Hacendado congelado,2.8,0.2,kg
5478,Merluza del cabo sin cabeza Hacendado ultracongelada,3.74,0.7,kg
5479,Angurinas de surimi Pescanova ultracongeladas,3.85,0.52,kg
5480,Lenguado entero Hacendado ultracongelado,5.9,0.6,kg
5481,Lomos de salmon de Noruega sin piel y sin espinas Hacendado congelado,4.65,0.5,kg
5482,Migas de bacalao sin espinas y sin piel Hacendado congeladas,2.98,0.3,kg
5483,Migas de bacalao dorado con cebolla y patatas paja Hacendado congelado,2.1,0.24,kg
5484,Rodajas de rape del cabo sin piel Mascato congeladas,6.75,0.3,kg
5485,Gallos sin cabeza Hacendado ultracongelado,6.25,0.6,kg
5486,Rodajas de atun congelado Hacendado,3.53,0.25,kg
5487,Colas de rape del cabo Hacendado ultracongeladas,8.95,0.8,kg
5488,Carne de Vieira ultracongelada Hacendado,8.5,0.213,kg
5489,Albondigas de bacalao Camos congeladas,1.5,0.4,kg
5490,Aritos de surimi a la romana Pescanova ultracongelados,2.19,0.625,kg
5491,Merluza empanada pan fino Hacendado ultracongelada,3.25,0.51,kg
5492,Filetes de merluza al huevo Hacendado ultracongelados,3.95,0.6,kg
5493,Varitas de merluza empanadas Hacendado ultracongeladas,2.7,0.5,kg
5494,Empanadillas de atun Hacendado ultracongeladas,1.5,0.5,kg
5495,Mini empanadillas de atun Hacendado ultracongeladas,1.6,0.5,kg
5496,Palitos de merluza a la romana Hacendado ultracongelados,1.85,0.5,kg
5497,Figuritas de merluza empanadas Hacendado ultracongeladas,3.0,0.5,kg
5498,Nuggets de merluza Pescanova ultracongelados,1.99,0.33,kg
5499,Chipirones enharinados Hacendado ultracongelado,4.15,0.4,kg
5500,Langostino caballitos rebozados Hacendado ultracongelados,2.95,0.3,kg
5501,Filetes de boqueron en tempura Hacendado ultracongelado,2.95,0.4,kg
5502,Croquetas de merluza y gambas Preli ultracongeladas,1.5,0.35,kg
5503,Bunuelos de bacalao Fresno ultracongelados,1.75,0.35,kg
5504,Tortillitas de camarones Crabss ultracongeladas,2.5,0.3,kg
5505,Chanquitos enharinados Pescanova ultracongelados,1.65,0.185,kg
5506,Rabas empanadas Hacendado ultracongeladas,3.55,0.5,kg
5507,Anillas de pota a la romana Hacendado ultracongeladas,3.7,0.5,kg
5508,Tubo de pota congelado,1.15,0.1,kg
5509,Sepia limpia congelada,5.5,0.4,kg
5510,Sepia limpia troceada Hacendado congelada,3.89,0.36,kg
5511,Calamar limpio troceado Hacendado congelado,3.95,0.475,kg
5512,Rodaja de poton del pacifico cocido Hacendado congelado,4.75,0.475,kg
5513,Sepia limpia pequena Hacendado congelada,3.59,0.36,kg
5514,Tiras de poton del Pacifico Hacendado congeladas,3.5,0.4,kg
5515,Tinta de sepia Nortindal congelada,1.2,0.256,kg
5516,Anillas de pota Argentina Hacendado congeladas,4.6,0.36,kg
5517,Pulpo crudo grande Hacendado congelado,22.33,4.0,kg
5518,Chipiron puntilla Hacendado congelado,3.75,0.45,kg
5519,Pulpo cocido troceado Profand congelado,6.95,0.285,kg
5520,Calamar patagonico pequeno Hacendado ultracongelado,8.5,1.0,kg
5521,Rodaja de emperador,6.92,0.4,kg
5522,Escalopines de salmon sin espinas,8.24,0.4,kg
5523,Filetes lomo de merluza,7.4,0.4,kg
5524,Rodajas de salmon,6.6,0.4,kg
5525,Bacalao al punto de sal,5.73,0.5,kg
5526,Filetes de lubina,7.6,0.4,kg
5527,Langostino cocido,5.75,0.6,kg
5528,Elaborado de salmon y merluza,2.0,1.44,kg
5529,Filetes de dorada,7.03,0.38,kg
5530,Filete de salmon,7.28,0.4,kg
5531,Filetes de trucha,5.72,0.4,kg
5532,Arreglo para paella de marisco,5.76,0.6,kg
5533,Mejillon vivo y limpio,2.8,0.75,kg
5534,Plancha de salmon,16.99,0.885,kg
5535,Tajadas de bacalao Hacendado desaladas,5.15,0.24,kg
5536,Lomo de bacalao salado Hacendado,7.88,0.4,kg
5537,Migas de bacalao saladas Hacendado,4.75,0.25,kg
5538,Hoja de bacalao Hacendado,11.16,0.8,kg
5539,Pulpo cocido,25.46,0.85,kg
5540,Patas de pulpo cocido,8.95,0.25,kg
5541,Elaborado de merluza y gambon,2.95,0.48,kg
5542,Angurinas de surimi Pescanova,1.99,0.25,kg
5543,Angurinas de surimi Pescanova,3.85,0.5,kg
5544,Bacalao estilo pil pil,3.75,0.23,kg
5545,Salmon al curry Hacendado,5.5,0.325,kg
5546,Angurinas de surimi al ajillo Pescanova,2.1,0.25,kg
5547,Salpicon de marisco,4.95,0.5,kg
5548,Salmon al curry con arroz,3.5,0.275,kg
5549,Huevas cocidas de merluzas Embumar,2.15,0.4,kg
5550,Caracoles en salsa mediterranea,3.95,0.55,kg
5551,Caracoles en caldo Helifrusa,3.1,0.55,kg
5552,Pulpo a la gallega Hacendado,7.95,0.3,kg
5553,Calamar pequeno sin limpiar descongelado,0.3,0.04,kg
5554,Calamar pequeno limpio descongelado sin barquilla y sin tripa,0.3,0.04,kg
5555,Calamar mediano sin limpiar descongelado,1.15,0.11,kg
5556,Calamar mediano limpio descongelado sin barquilla y sin tripa,1.15,0.11,kg
5557,Calamar grande sin limpiar descongelado,2.64,0.22,kg
5558,Calamar grande limpio descongelado sin barquilla y sin tripa,2.64,0.22,kg
5559,Sepia,8.56,0.86,kg
5560,Tiras de poton descongeladas,1.24,0.25,kg
5561,Boqueron sin limpiar,1.19,0.2,kg
5562,Boqueron limpio,1.19,0.2,kg
5563,Gallo mediano sin limpiar,3.63,0.31,kg
5564,Gallo mediano sin cabeza y sin flecos,3.63,0.31,kg
5565,Lenguado sin cabeza y sin piel,2.84,0.15,kg
5566,Lenguado sin limpiar,2.84,0.15,kg
5567,Corvina limpia con cabeza,9.74,29.0,kg
5568,Corvina abierta a la espalda con espinas y con cabeza,9.74,29.0,kg
5569,Corvina a filetes,9.74,29.0,kg
5570,Dorada limpia con cabeza,4.18,0.62,kg
5571,Dorada abierta a la espalda con espinas y con cabeza,4.18,0.62,kg
5572,Dorada a filetes sin cabeza y sin espina,4.18,0.62,kg
5573,Dorada abierta en libro sin cabeza y sin espina,4.18,0.62,kg
5574,Dorada sin limpiar,4.18,0.62,kg
5575,Lubina limpia con cabeza,3.58,0.53,kg
5576,Lubina abierta a la espalda con espinas y con cabeza,3.58,0.53,kg
5577,Lubina a filetes sin cabeza y sin espina,3.58,0.53,kg
5578,Lubina abierta en libro sin cabeza y sin espina,3.58,0.53,kg
5579,Lubina sin limpiar,3.58,0.53,kg
5580,Trucha abierta en libro con cabeza,3.54,0.51,kg
5581,Trucha abierta en libro sin cabeza y sin espina,3.54,0.51,kg
5582,Trucha sin aletas,3.54,0.51,kg
5583,Bacalao a rodajas,22.2,48.0,kg
5584,Bacalao media pieza a rodajas,11.19,1.25,kg
5585,Bacalao abierto en libro sin cabeza y sin espina,22.2,48.0,kg
5586,Bacalao media pieza abierto en libro sin cabeza y sin espina,11.19,1.25,kg
5587,Salmon a rodajas,29.03,87.0,kg
5588,Salmon media pieza a rodajas,15.3,2.04,kg
5589,Salmon abierto en libro sin cabeza y sin espina,29.03,87.0,kg
5590,Salmon media pieza abierto en libro sin cabeza y sin espina,15.3,2.04,kg
5591,Salmon sin aletas y sin escamas,29.03,87.0,kg
5592,Salmon media pieza sin aletas y sin escamas,15.3,2.04,kg
5593,Merluza a rodajas,14.56,33.0,kg
5594,Merluza media pieza a rodajas,9.64,0.88,kg
5595,Merluza abierta en libro sin cabeza y sin espina,14.56,33.0,kg
5596,Merluza media pieza abierta en libro sin cabeza y sin espina,9.64,0.88,kg
5597,Merluza sin aletas y sin escamas,14.56,33.0,kg
5598,Merluza media pieza sin aletas y sin escamas,9.64,0.88,kg
5599,Rape a rodajas,15.91,46.0,kg
5600,Rape abierto en libro sin espina,15.91,46.0,kg
5601,Rape sin piel y sin cabeza,15.91,46.0,kg
5602,Rape sin aletas y sin dientes,15.91,46.0,kg
5603,Rodaballo con piel. sin aletas y sin agallas,15.06,26.0,kg
5604,Rodaballo a filetes,15.06,26.0,kg
5605,Rodaballo a filetes y sin piel,15.06,26.0,kg
5606,Filetes de anchoa en aceite de girasol Hacendado,1.8,0.087,kg
5607,Boquerones en vinagre Hacendado en aceite de girasol,5.1,87.45,kg
5608,Boquerones en vinagre Hacendado en aceite de girasol,1.6,4.8,kg
5609,Filetes de anchoa en aceite de oliva Hacendado,0.95,1.218,kg
5610,Filetes de anchoa en aceite de oliva Hacendado,2.5,0.087,kg
5611,Filetes de sardina anchoada Hacendado en aceite de girasol,1.5,4.8,kg
5612,Migas de bacalao desaladas Hacendado,4.35,0.25,kg
5613,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,1.3,4.0,kg
5614,Sucedaneo de caviar negro Ubago Caviartic,1.85,0.075,kg
5615,Palitos salados de bacalao Ubago,3.94,0.235,kg
5616,Filetes de sardina anchoada Hacendado en aceite de girasol,4.25,32.0,kg
5617,Filetes de anchoa en aceite de oliva Hacendado del cantabrico,8.75,32.0,kg
5618,Filetes de anchoa en aceite de oliva Hacendado,6.1,15.4,kg
5619,Filetes de anchoa Hacendado en aceite de oliva,2.1,5.5,kg
5620,Anchoas del cantabrico Consorcio en aceite de oliva,3.4,3.7,kg
5621,Huevas de lumpo Hacendado,2.1,0.075,kg
5622,Sucedaneo de caviar rojo Ubago Caviartic,1.85,0.075,kg
5623,Salmon ahumado Hacendado,3.05,0.1,kg
5624,Salmon ahumado Hacendado,10.83,0.38,kg
5625,Bacalao ahumado Hacendado en aceite de girasol,2.3,8.8,kg
5626,Salmon marinado Hacendado,2.35,0.08,kg
5627,Mojama de atun superior en lonchas Hacendado seca salada,1.9,0.05,kg
5628,Mojama de atun superior en taco Hacendado seca salada,5.8,0.2,kg
5629,Filetes de sardina ahumada Hacendado en aceite de girasol,1.95,5.525,kg
5630,Lomo de salmon ahumado Hacendado,5.25,0.15,kg
5631,Taquitos de salmon ahumado Hacendado,2.65,0.1,kg
5632,California rolls crunch de surimi,3.95,0.57,kg
5633,California rolls sin pescado crudo,3.95,0.54,kg
5634,Nigiris salmon,3.75,0.38,kg
5635,Gyozas de langostino,3.75,0.32,kg
5636,Bento box,6.95,0.29,kg
5637,Nigiris langostino,3.75,0.38,kg
5638,Ensalada de alga wakame con salmon,4.5,0.16,kg
5639,Surtido sushi salmon sin gluten,9.95,4.0,kg
5640,Surtido makis veganos,4.5,0.96,kg
5641,Makis salmon,4.25,0.96,kg
5642,Surtido California rolls,8.95,3.84,kg
5643,Salsa de soja,0.9,0.026,kg
5644,Salsa de soja sin gluten,1.15,0.026,kg
5645,Kit sushi,1.0,1.0,ud
5646,Wasabi,0.9,0.01,kg
5647,Jengibre,1.15,0.03,kg
5648,Gyozas de pollo Hacendado,3.0,0.78,kg
5649,Bocaditos en salsa gato adulto Delikuit con pollo. pavo y verduras,0.32,0.4,kg
5650,Bocaditos en salsa gato adulto Delikuit con salmon. trucha y verduras,0.32,0.4,kg
5651,Bocaditos en salsa gato adulto Delikuit con buey. higado y verduras,0.32,0.4,kg
5652,Pate gato junior Delikuit con pollo y pavo,0.35,0.1,kg
5653,Pate gato adulto Delikuit con trucha y salmon,0.35,0.1,kg
5654,Pate gato adulto Delikuit con pollo y pavo,0.35,0.1,kg
5655,Pate gato adulto Delikuit con ternera e higado,0.35,0.1,kg
5656,Pate gato adulto Delikuit con salmon y trucha,0.65,0.4,kg
5657,Pate gato adulto Delikuit con pollo y pavo,0.65,0.4,kg
5658,Pate gato adulto Delikuit con ternera e higado,0.65,0.4,kg
5659,Gelatina gato Felix seleccion de sabores,1.49,1.6,kg
5660,Gelatina gato Felix seleccion de pescados,1.49,1.6,kg
5661,Mousse de lenguado gato adulto Delikuit,1.7,1.36,kg
5662,Mousse con pollo gato adulto Delikuit,1.7,1.36,kg
5663,Mousse con ternera gato adulto Delikuit,1.7,1.36,kg
5664,Bocaditos en salsa gato adulto Delikuit,2.0,0.8,kg
5665,Bocaditos en gelatina gato junior Delikuit con pollo y pavo,1.3,1.6,kg
5666,Bocaditos en salsa gato adulto Delikuit,2.0,0.8,kg
5667,Bocaditos en gelatina gato adulto Delikuit,2.0,0.8,kg
5668,Bocaditos en gelatina gato adulto Delikuit,2.0,0.8,kg
5669,Comida gatos junior Compy con arroz y leche,3.38,5.0,kg
5670,Comida gato adulto Compy con ternera y verduras,2.35,2.0,kg
5671,Comida gato adulto Compy con ternera y verduras,10.5,10.0,kg
5672,Comida gato adulto Compy con salmon. atun y verduras,2.35,2.0,kg
5673,Comida gato adulto Compy con salmon. atun y verduras,10.5,10.0,kg
5674,Comida gato esterilizado light Compy con aves y cereales,3.5,5.0,kg
5675,Comida gato junior Supreme Compy con pollo y arroz,3.2,0.8,kg
5676,Comida gato adulto Supreme Compy con pollo y arroz,4.55,5.0,kg
5677,Comida gato esterilizado light Supreme Compy con pollo y cereales,4.8,5.0,kg
5678,Comida gato adulto Supreme Compy salmon y arroz,4.55,5.0,kg
5679,Comida gato senior Supreme Compy con pollo y arroz,4.55,5.0,kg
5680,Comida gato bolas de pelo Supreme Compy con pollo y arroz,4.8,5.0,kg
5681,Comida gato tracto urinario Supreme Compy con pollo y arroz,4.8,5.0,kg
5682,Comida gato adulto delicias crujientes Compy con pescado,3.05,5.0,kg
5683,Comida gato adulto delicias Compy con aves,3.05,5.0,kg
5684,Arena para gato aglomerante Picky perfumada,3.0,4.0,kg
5685,Arena para gato de perlas silice Single,3.5,4.0,L
5686,Hierba para gatos Natura,2.4,0.12,kg
5687,Malta para gato Natura con queso,3.5,0.1,kg
5688,Collar anti-insectos para gato Krislin,1.96,1.0,ud
5689,Pipetas anti-insectos para gato Krislin,4.6,2.0,ud
5690,Spray anti-insectos para perros y gatos Krislin,3.0,0.25,L
5691,Agua de colonia para perros y gatos Krislin,2.95,0.25,L
5692,Anti orines para perros y gatos Krislin,2.95,0.25,L
5693,Snacks gato rellenos con salmon y malta Compy,1.0,0.07,kg
5694,Snack gato aperitivo liquido Compy,1.59,0.96,kg
5695,Snacks gato rellenos con pollo y malta Compy,1.0,0.07,kg
5696,Snack gato barritas Compy de pollo e higado,1.2,0.05,kg
5697,Snack gato barritas Compy de salmon y merluza,1.2,0.05,kg
5698,Snack gato barritas Compy de pato y pavo,1.2,0.05,kg
5699,Pate perro junior Delikuit con ternera y leche,0.5,0.15,kg
5700,Pate perro junior Delikuit con pollo. pavo y verduras,0.6,0.3,kg
5701,Pate perro adulto Delikuit con ternera. higado y verduras,0.6,0.3,kg
5702,Pate perro adulto Delikuit con cordero. pollo y verduras,0.6,0.3,kg
5703,Trozos en salsa perro adulto Delikuit con ternera. higado y verduras,0.75,23.0,kg
5704,Trozos en salsa perro adulto Delikuit con pollo. pavo y verduras,0.75,23.0,kg
5705,Pate perro adulto Delikuit con salmon y verduras,1.55,2.0,kg
5706,Pate perro adulto Delikuit con ternera y pollo,1.55,2.0,kg
5707,Pate perro adulto Delikuit con salmon y verduras,1.25,23.0,kg
5708,Salchicha perro adulto Delikuit con pollo y arroz,1.45,1.0,kg
5709,Salchicha perro adulto Delikuit con salmon y verduras,1.45,1.0,kg
5710,Pate perro adulto Delikuit con cordero y verduras,0.5,0.15,kg
5711,Pate perro adulto Delikuit con ternera y verduras,0.5,0.15,kg
5712,Trozos en salsa perro adulto Delikuit con cordero. pollo y verduras,0.65,0.15,kg
5713,Trozos en salsa perro adulto Delikuit con ternera. pavo y verduras,0.65,0.15,kg
5714,Trozos en salsa perro adulto Delikuit con ternera. pavo y verduras,0.75,0.3,kg
5715,Trozos en salsa perro adulto Delikuit con salmon y verduras,0.75,0.3,kg
5716,Comida cachorros junior Compy con pollo y arroz,5.0,4.0,kg
5717,Comida perro adulto Compy con ternera. pollo. verduras y arroz,13.95,18.0,kg
5718,Comida perro adulto Compy con pollo y cereales,4.0,4.0,kg
5719,Comida perro adulto Compy con pollo y cereales,12.0,18.0,kg
5720,Comida perro adulto Compy con pollo. cordero. verduras y arroz,6.7,4.0,kg
5721,Aritos perro adulto Compy,6.4,4.0,kg
5722,Comida perro adulto Compy original,9.65,18.0,kg
5723,Comida perro senior light Compy con pollo. arroz y cebada,5.0,4.0,kg
5724,Comida perro adulto Compy con cordero. ternera. verduras y arroz,4.95,3.0,kg
5725,Mini aritos perro adulto Compy,4.0,5.0,kg
5726,Comida perro junior Supreme Compy con pollo y arroz,4.15,5.0,kg
5727,Comida perro adulto Supreme Compy con pollo y arroz,4.15,5.0,kg
5728,Comida perro adulto Supreme Compy con salmon y arroz,24.5,10.0,kg
5729,Comida perro adulto Supreme Compy con salmon y arroz,4.5,5.0,kg
5730,Comida perro senior light Supreme Compy con pollo. cebada y arroz,4.15,5.0,kg
5731,Comida perro junior Supreme Compy con pollo y arroz,7.45,3.0,kg
5732,Comida perro adulto Supreme Compy con pollo y arroz,7.45,3.0,kg
5733,Comida perro adulto Compy con ternera. pollo. verduras y arroz,4.2,4.0,kg
5734,Comida perro adulto Supreme Compy con salmon y arroz,8.7,3.0,kg
5735,Comida perro senior light Supreme Compy con pollo. cebada y arroz,7.45,3.0,kg
